DATE,COUNTRY,BASE_DEMAND,MARKETING_SPEND,GDP_GROWTH,INFLATION_RATE,SEASONALITY_INDEX,FINAL_DEMAND
2023-Mar-01,GERMANY,80,34251.99,4.02,3.11,1.03,143
2023-Mar-02,GERMANY,80,41008.61,2.21,2.65,1.02,139
2023-Mar-03,GERMANY,80,42956.55,2.81,5.19,1.03,122
2023-Mar-04,GERMANY,80,35527.86,1.28,4.56,0.96,115
2023-Mar-05,GERMANY,80,41816.37,2.52,2.87,1.04,150
2023-Mar-06,GERMANY,80,29991.41,2.11,2.97,1.03,113
2023-Mar-07,GERMANY,80,27577.79,2.12,2.88,0.95,84
2023-Mar-08,GERMANY,80,48504.89,2.68,1.57,1.05,153
2023-Mar-09,GERMANY,80,48295.69,3.57,2.75,0.87,129
2023-Mar-10,GERMANY,80,24848.86,2.94,2.64,1.0,100
2023-Mar-11,GERMANY,80,19840.67,3.72,2.5,1.02,102
2023-Mar-12,GERMANY,80,44515.7,1.06,4.39,1.01,111
2023-Mar-13,GERMANY,80,40380.77,2.68,1.85,1.03,149
2023-Mar-14,GERMANY,80,38312.52,3.58,3.65,0.96,131
2023-Mar-15,GERMANY,80,34056.31,2.46,2.81,0.92,109
2023-Mar-16,GERMANY,80,34206.52,2.9,1.38,0.99,126
2023-Mar-17,GERMANY,80,29269.72,2.58,2.25,0.9,93
2023-Mar-18,GERMANY,80,42271.09,3.02,3.49,1.05,143
2023-Mar-19,GERMANY,80,46570.97,2.44,3.14,0.98,147
2023-Mar-20,GERMANY,80,43205.92,0.53,2.86,0.93,118
2023-Mar-21,GERMANY,80,32685.13,2.54,2.4,0.98,92
2023-Mar-22,GERMANY,80,33712.08,1.39,2.48,1.01,123
2023-Mar-23,GERMANY,80,27244.52,3.01,2.49,0.91,106
2023-Mar-24,GERMANY,80,33130.97,5.13,3.78,0.93,126
2023-Mar-25,GERMANY,80,16549.13,3.78,2.62,1.03,77
2023-Mar-26,GERMANY,80,28269.7,1.41,2.79,0.98,103
2023-Mar-27,GERMANY,80,48871.21,1.7,4.36,1.01,161
2023-Mar-28,GERMANY,80,32168.39,1.33,5.04,0.91,96
2023-Mar-29,GERMANY,80,46251.94,2.66,1.61,0.9,149
2023-Mar-30,GERMANY,80,37146.88,3.45,2.72,0.93,120
2023-Mar-31,GERMANY,80,41611.34,2.15,3.15,0.94,128
2023-Apr-01,GERMANY,80,26729.03,1.35,5.19,1.29,127
2023-Apr-02,GERMANY,80,30045.32,2.41,3.87,1.27,133
2023-Apr-03,GERMANY,80,43120.58,2.97,2.73,1.24,193
2023-Apr-04,GERMANY,80,36105.74,3.95,3.32,1.21,146
2023-Apr-05,GERMANY,80,33923.34,3.06,3.72,1.25,154
2023-Apr-06,GERMANY,80,34962.29,2.65,2.93,1.24,137
2023-Apr-07,GERMANY,80,37798.46,3.41,1.64,1.19,147
2023-Apr-08,GERMANY,80,25222.89,2.8,3.31,1.3,117
2023-Apr-09,GERMANY,80,38142.6,1.72,3.98,1.2,171
2023-Apr-10,GERMANY,80,35053.04,2.43,3.74,1.12,157
2023-Apr-11,GERMANY,80,19202.92,1.73,2.37,1.22,121
2023-Apr-12,GERMANY,80,34099.43,3.47,4.1,1.18,136
2023-Apr-13,GERMANY,80,32281.12,2.33,2.68,1.18,140
2023-Apr-14,GERMANY,80,26344.11,2.12,4.71,1.1,113
2023-Apr-15,GERMANY,80,27101.54,2.58,3.55,1.26,148
2023-Apr-16,GERMANY,80,43626.86,2.72,3.15,1.18,169
2023-Apr-17,GERMANY,80,38214.13,2.63,1.53,1.13,132
2023-Apr-18,GERMANY,80,25747.21,2.97,3.56,1.16,117
2023-Apr-19,GERMANY,80,37762.51,1.69,2.4,1.23,159
2023-Apr-20,GERMANY,80,35040.86,1.6,2.25,1.15,151
2023-Apr-21,GERMANY,80,23987.51,3.95,1.83,1.23,115
2023-Apr-22,GERMANY,80,32358.19,1.19,3.72,1.23,122
2023-Apr-23,GERMANY,80,35073.42,3.07,3.22,1.18,124
2023-Apr-24,GERMANY,80,41588.84,1.77,3.81,1.19,155
2023-Apr-25,GERMANY,80,37289.53,2.35,3.29,1.28,161
2023-Apr-26,GERMANY,80,36442.61,3.56,3.74,1.14,152
2023-Apr-27,GERMANY,80,19500.12,1.48,1.68,1.29,121
2023-Apr-28,GERMANY,80,29535.18,3.22,3.83,1.1,137
2023-Apr-29,GERMANY,80,35948.63,1.68,3.17,1.2,140
2023-Apr-30,GERMANY,80,22361.02,2.52,3.58,1.1,113
2023-May-01,GERMANY,80,32560.74,1.44,2.23,1.27,161
2023-May-02,GERMANY,80,31933.49,3.79,1.86,1.1,113
2023-May-03,GERMANY,80,23602.22,3.68,3.51,1.11,91
2023-May-04,GERMANY,80,54402.53,2.13,2.6,1.12,139
2023-May-05,GERMANY,80,47189.69,2.63,2.29,1.29,237
2023-May-06,GERMANY,80,41561.42,1.56,4.3,1.27,135
2023-May-07,GERMANY,80,38114.01,2.08,0.42,1.13,149
2023-May-08,GERMANY,80,32735.94,2.58,3.58,1.11,146
2023-May-09,GERMANY,80,41602.11,1.92,2.37,1.19,157
2023-May-10,GERMANY,80,37340.12,3.55,3.96,1.16,168
2023-May-11,GERMANY,80,28945.73,2.57,3.39,1.18,145
2023-May-12,GERMANY,80,36272.44,1.81,2.18,1.23,179
2023-May-13,GERMANY,80,49824.11,3.02,1.47,1.24,164
2023-May-14,GERMANY,80,28859.25,3.2,3.62,1.16,114
2023-May-15,GERMANY,80,28434.33,3.37,4.04,1.23,155
2023-May-16,GERMANY,80,30896.58,1.96,2.52,1.18,137
2023-May-17,GERMANY,80,33690.48,2.71,3.24,1.29,166
2023-May-18,GERMANY,80,33026.25,1.85,3.81,1.27,146
2023-May-19,GERMANY,80,26030.1,2.92,2.12,1.27,134
2023-May-20,GERMANY,80,23074.92,1.92,1.8,1.25,128
2023-May-21,GERMANY,80,33303.98,2.13,3.46,1.18,128
2023-May-22,GERMANY,80,21181.95,0.76,3.73,1.18,89
2023-May-23,GERMANY,80,23722.98,2.51,3.53,1.23,108
2023-May-24,GERMANY,80,32394.47,0.99,2.21,1.12,118
2023-May-25,GERMANY,80,26236.54,3.36,2.0,1.28,166
2023-May-26,GERMANY,80,26766.4,3.48,1.25,1.15,121
2023-May-27,GERMANY,80,33743.29,2.37,4.01,1.12,160
2023-May-28,GERMANY,80,36362.54,1.58,5.8,1.27,149
2023-May-29,GERMANY,80,36164.37,2.91,2.43,1.12,159
2023-May-30,GERMANY,80,30099.07,1.75,5.02,1.21,131
2023-May-31,GERMANY,80,28725.67,3.06,4.34,1.29,132
2023-Jun-01,GERMANY,80,45290.72,3.45,4.44,1.18,137
2023-Jun-02,GERMANY,80,36973.64,2.46,2.56,1.26,183
2023-Jun-03,GERMANY,80,34904.36,2.7,3.01,1.23,139
2023-Jun-04,GERMANY,80,33928.41,2.2,1.91,1.12,141
2023-Jun-05,GERMANY,80,40470.32,3.57,3.14,1.23,179
2023-Jun-06,GERMANY,80,28051.39,4.42,3.53,1.2,127
2023-Jun-07,GERMANY,80,48446.1,2.13,3.29,1.28,180
2023-Jun-08,GERMANY,80,42206.97,3.32,3.53,1.21,157
2023-Jun-09,GERMANY,80,38875.59,1.43,1.49,1.13,161
2023-Jun-10,GERMANY,80,38159.26,2.14,3.15,1.19,132
2023-Jun-11,GERMANY,80,41609.51,2.11,4.39,1.23,174
2023-Jun-12,GERMANY,80,35775.85,2.71,1.55,1.29,141
2023-Jun-13,GERMANY,80,35655.4,1.25,3.15,1.17,130
2023-Jun-14,GERMANY,80,43895.92,2.06,2.01,1.17,165
2023-Jun-15,GERMANY,80,32868.63,2.47,3.92,1.18,173
2023-Jun-16,GERMANY,80,37203.34,1.18,3.48,1.25,133
2023-Jun-17,GERMANY,80,44106.35,2.33,2.18,1.2,166
2023-Jun-18,GERMANY,80,25677.77,3.34,2.51,1.12,130
2023-Jun-19,GERMANY,80,28381.72,1.71,-1.02,1.27,141
2023-Jun-20,GERMANY,80,35234.97,2.99,2.86,1.17,160
2023-Jun-21,GERMANY,80,37740.34,1.51,3.66,1.21,131
2023-Jun-22,GERMANY,80,23110.85,1.78,4.31,1.28,127
2023-Jun-23,GERMANY,80,48213.81,3.02,4.41,1.3,159
2023-Jun-24,GERMANY,80,36297.78,2.43,2.63,1.17,155
2023-Jun-25,GERMANY,80,29333.03,2.23,3.56,1.12,109
2023-Jun-26,GERMANY,80,28223.91,2.03,6.04,1.22,136
2023-Jun-27,GERMANY,80,43795.53,2.91,2.42,1.26,195
2023-Jun-28,GERMANY,80,36716.94,2.03,3.23,1.2,130
2023-Jun-29,GERMANY,80,46886.09,2.56,3.34,1.25,172
2023-Jun-30,GERMANY,80,28943.54,3.19,2.99,1.17,121
2023-Jul-01,GERMANY,80,44948.25,1.02,2.42,0.91,103
2023-Jul-02,GERMANY,80,36168.77,3.13,3.59,1.0,142
2023-Jul-03,GERMANY,80,35006.0,3.26,3.37,0.97,129
2023-Jul-04,GERMANY,80,41404.69,2.61,4.26,0.96,124
2023-Jul-05,GERMANY,80,43561.74,2.43,3.13,1.01,137
2023-Jul-06,GERMANY,80,38107.25,2.05,3.52,0.87,121
2023-Jul-07,GERMANY,80,27711.56,4.08,2.71,0.89,119
2023-Jul-08,GERMANY,80,35806.07,3.34,6.43,1.03,104
2023-Jul-09,GERMANY,80,40509.23,2.61,1.51,1.01,126
2023-Jul-10,GERMANY,80,19861.25,3.55,3.86,0.96,93
2023-Jul-11,GERMANY,80,28401.78,2.36,3.84,0.98,87
2023-Jul-12,GERMANY,80,53377.14,2.5,2.2,0.94,140
2023-Jul-13,GERMANY,80,35700.08,3.25,3.28,0.92,120
2023-Jul-14,GERMANY,80,33474.34,1.77,2.58,0.86,98
2023-Jul-15,GERMANY,80,41134.91,2.57,3.92,0.86,117
2023-Jul-16,GERMANY,80,32754.78,2.99,2.92,1.01,122
2023-Jul-17,GERMANY,80,43468.52,2.99,3.28,0.99,110
2023-Jul-18,GERMANY,80,44389.31,2.12,2.82,0.85,116
2023-Jul-19,GERMANY,80,35213.08,1.35,3.13,0.89,93
2023-Jul-20,GERMANY,80,35850.52,2.16,3.08,0.87,95
2023-Jul-21,GERMANY,80,38528.35,2.55,2.57,0.97,134
2023-Jul-22,GERMANY,80,38832.69,3.87,3.92,0.88,123
2023-Jul-23,GERMANY,80,26196.07,3.31,3.59,0.98,115
2023-Jul-24,GERMANY,80,31192.63,2.63,3.07,0.93,115
2023-Jul-25,GERMANY,80,21225.19,1.61,2.09,0.94,76
2023-Jul-26,GERMANY,80,39522.32,2.03,3.91,0.98,109
2023-Jul-27,GERMANY,80,29638.67,2.56,4.17,0.98,108
2023-Jul-28,GERMANY,80,44597.69,1.9,2.17,0.94,129
2023-Jul-29,GERMANY,80,37917.0,3.31,5.33,1.0,122
2023-Jul-30,GERMANY,80,38421.92,1.84,2.24,0.96,151
2023-Jul-31,GERMANY,80,31244.1,2.92,3.86,0.85,98
2023-Aug-01,GERMANY,80,20630.52,1.88,2.51,0.92,76
2023-Aug-02,GERMANY,80,38186.46,2.42,3.32,0.99,126
2023-Aug-03,GERMANY,80,21256.49,2.49,2.42,0.89,78
2023-Aug-04,GERMANY,80,38546.81,2.91,4.02,1.04,121
2023-Aug-05,GERMANY,80,31346.31,3.11,2.87,1.0,108
2023-Aug-06,GERMANY,80,28691.15,2.91,4.24,0.86,88
2023-Aug-07,GERMANY,80,29214.56,2.36,1.75,0.86,88
2023-Aug-08,GERMANY,80,34284.14,3.91,3.12,1.03,123
2023-Aug-09,GERMANY,80,33425.56,2.35,2.84,0.95,105
2023-Aug-10,GERMANY,80,26286.94,2.68,2.33,1.04,109
2023-Aug-11,GERMANY,80,40788.62,3.6,3.56,0.89,133
2023-Aug-12,GERMANY,80,40485.34,2.79,4.94,1.02,118
2023-Aug-13,GERMANY,80,37609.56,3.24,2.37,0.94,124
2023-Aug-14,GERMANY,80,42942.8,1.5,3.73,0.88,120
2023-Aug-15,GERMANY,80,34638.93,1.66,2.02,0.92,102
2023-Aug-16,GERMANY,80,37689.23,2.31,2.23,0.96,98
2023-Aug-17,GERMANY,80,38971.31,1.9,3.42,0.98,134
2023-Aug-18,GERMANY,80,33729.68,3.26,2.88,1.03,139
2023-Aug-19,GERMANY,80,28617.52,2.63,3.33,0.93,103
2023-Aug-20,GERMANY,80,28623.57,2.72,2.46,0.91,111
2023-Aug-21,GERMANY,80,30394.71,2.17,2.97,0.91,112
2023-Aug-22,GERMANY,80,36327.53,2.96,4.08,1.02,99
2023-Aug-23,GERMANY,80,43910.37,3.25,2.57,0.94,131
2023-Aug-24,GERMANY,80,24560.01,2.73,5.62,0.87,83
2023-Aug-25,GERMANY,80,40754.78,2.61,2.19,0.99,134
2023-Aug-26,GERMANY,80,35100.24,2.67,1.92,0.96,114
2023-Aug-27,GERMANY,80,32263.78,3.1,2.95,0.87,105
2023-Aug-28,GERMANY,80,46442.26,3.06,3.31,0.89,153
2023-Aug-29,GERMANY,80,40275.21,3.01,3.45,1.04,108
2023-Aug-30,GERMANY,80,31093.47,3.07,1.18,0.97,112
2023-Aug-31,GERMANY,80,49772.4,2.78,3.2,0.92,125
2023-Sep-01,GERMANY,80,39611.94,2.62,3.88,0.87,117
2023-Sep-02,GERMANY,80,36864.07,2.95,3.04,0.9,106
2023-Sep-03,GERMANY,80,35292.59,3.11,2.58,1.04,131
2023-Sep-04,GERMANY,80,36958.75,2.32,2.92,0.9,115
2023-Sep-05,GERMANY,80,40806.84,2.0,2.78,0.98,139
2023-Sep-06,GERMANY,80,40024.92,3.11,3.54,1.03,152
2023-Sep-07,GERMANY,80,29667.37,2.72,3.73,0.94,101
2023-Sep-08,GERMANY,80,36042.21,1.11,3.34,0.91,90
2023-Sep-09,GERMANY,80,27155.27,2.44,4.42,0.88,92
2023-Sep-10,GERMANY,80,29925.6,3.52,2.63,0.91,113
2023-Sep-11,GERMANY,80,41665.12,2.57,3.6,0.97,135
2023-Sep-12,GERMANY,80,38077.69,3.87,4.21,0.99,138
2023-Sep-13,GERMANY,80,35135.15,1.99,1.69,1.0,108
2023-Sep-14,GERMANY,80,37731.35,1.98,4.11,0.94,127
2023-Sep-15,GERMANY,80,43251.18,2.84,1.19,0.99,165
2023-Sep-16,GERMANY,80,24457.42,2.08,3.76,1.03,95
2023-Sep-17,GERMANY,80,42553.08,2.05,4.66,0.85,100
2023-Sep-18,GERMANY,80,21798.95,2.54,3.17,1.02,91
2023-Sep-19,GERMANY,80,31237.43,2.16,1.64,0.89,98
2023-Sep-20,GERMANY,80,32941.14,2.02,0.91,0.99,107
2023-Sep-21,GERMANY,80,37250.24,1.76,3.08,0.87,121
2023-Sep-22,GERMANY,80,35386.46,1.03,1.74,0.99,108
2023-Sep-23,GERMANY,80,38604.13,3.85,2.78,0.95,135
2023-Sep-24,GERMANY,80,28555.92,1.94,3.2,0.88,108
2023-Sep-25,GERMANY,80,33222.5,2.75,4.0,0.88,101
2023-Sep-26,GERMANY,80,44567.23,2.63,3.73,0.96,134
2023-Sep-27,GERMANY,80,45335.71,2.64,2.17,0.96,145
2023-Sep-28,GERMANY,80,31803.6,3.06,4.16,1.0,99
2023-Sep-29,GERMANY,80,35229.23,0.96,3.37,1.01,98
2023-Sep-30,GERMANY,80,22093.73,2.79,1.78,0.97,86
2023-Oct-01,GERMANY,80,44905.06,3.16,3.79,1.21,156
2023-Oct-02,GERMANY,80,29763.93,2.85,1.21,1.18,113
2023-Oct-03,GERMANY,80,25851.1,2.56,4.16,1.2,112
2023-Oct-04,GERMANY,80,32945.98,3.84,3.11,1.18,138
2023-Oct-05,GERMANY,80,30568.75,1.5,1.39,1.18,148
2023-Oct-06,GERMANY,80,37643.98,1.45,3.61,1.2,170
2023-Oct-07,GERMANY,80,36109.23,2.02,3.72,1.19,157
2023-Oct-08,GERMANY,80,45113.95,2.64,3.2,1.22,178
2023-Oct-09,GERMANY,80,39404.26,1.93,3.08,1.19,126
2023-Oct-10,GERMANY,80,47481.8,2.53,4.54,1.22,168
2023-Oct-11,GERMANY,80,23384.46,3.18,3.23,1.2,101
2023-Oct-12,GERMANY,80,44866.04,2.22,3.09,1.1,150
2023-Oct-13,GERMANY,80,41474.71,3.19,2.3,1.21,150
2023-Oct-14,GERMANY,80,30316.32,3.23,4.09,1.22,148
2023-Oct-15,GERMANY,80,41765.78,1.91,4.94,1.19,170
2023-Oct-16,GERMANY,80,28267.66,3.07,3.91,1.12,126
2023-Oct-17,GERMANY,80,39682.43,1.28,2.26,1.15,137
2023-Oct-18,GERMANY,80,26763.11,1.32,3.35,1.23,132
2023-Oct-19,GERMANY,80,31523.94,1.58,3.9,1.14,139
2023-Oct-20,GERMANY,80,35038.2,3.26,3.82,1.2,124
2023-Oct-21,GERMANY,80,45608.36,2.97,4.31,1.17,157
2023-Oct-22,GERMANY,80,36974.0,2.95,3.39,1.15,149
2023-Oct-23,GERMANY,80,27768.05,2.47,3.16,1.18,131
2023-Oct-24,GERMANY,80,39888.79,3.32,3.82,1.3,188
2023-Oct-25,GERMANY,80,23673.17,1.7,2.97,1.16,109
2023-Oct-26,GERMANY,80,18357.01,2.12,2.4,1.17,105
2023-Oct-27,GERMANY,80,31078.58,3.04,3.21,1.21,127
2023-Oct-28,GERMANY,80,32053.1,2.34,2.95,1.3,151
2023-Oct-29,GERMANY,80,26714.15,0.48,2.5,1.12,135
2023-Oct-30,GERMANY,80,32480.66,4.02,3.34,1.29,152
2023-Oct-31,GERMANY,80,37102.67,0.88,3.14,1.13,134
2023-Nov-01,GERMANY,80,37101.23,1.76,3.09,1.13,110
2023-Nov-02,GERMANY,80,27723.33,1.99,2.84,1.29,132
2023-Nov-03,GERMANY,80,51153.82,1.99,3.17,1.15,153
2023-Nov-04,GERMANY,80,32971.62,3.5,2.4,1.18,115
2023-Nov-05,GERMANY,80,29254.13,3.15,2.71,1.18,139
2023-Nov-06,GERMANY,80,32009.09,2.76,3.64,1.22,114
2023-Nov-07,GERMANY,80,52092.52,2.59,1.26,1.21,177
2023-Nov-08,GERMANY,80,36285.16,2.8,2.8,1.2,139
2023-Nov-09,GERMANY,80,37015.44,4.05,3.06,1.24,157
2023-Nov-10,GERMANY,80,48836.27,1.92,2.83,1.13,168
2023-Nov-11,GERMANY,80,34735.97,2.73,4.68,1.29,163
2023-Nov-12,GERMANY,80,32328.92,1.24,4.69,1.21,136
2023-Nov-13,GERMANY,80,35163.7,2.9,3.27,1.21,163
2023-Nov-14,GERMANY,80,37103.83,1.93,0.65,1.23,123
2023-Nov-15,GERMANY,80,47474.17,2.62,3.02,1.26,172
2023-Nov-16,GERMANY,80,19242.05,3.43,2.98,1.26,125
2023-Nov-17,GERMANY,80,33940.91,3.69,2.32,1.12,144
2023-Nov-18,GERMANY,80,35800.68,2.87,2.15,1.17,153
2023-Nov-19,GERMANY,80,39719.74,1.82,3.11,1.22,178
2023-Nov-20,GERMANY,80,35188.38,2.63,3.24,1.23,152
2023-Nov-21,GERMANY,80,35906.13,3.67,2.79,1.12,139
2023-Nov-22,GERMANY,80,28756.57,1.85,2.73,1.2,144
2023-Nov-23,GERMANY,80,44677.03,3.11,4.97,1.15,133
2023-Nov-24,GERMANY,80,38108.81,1.99,3.69,1.15,134
2023-Nov-25,GERMANY,80,38249.85,2.42,2.92,1.24,166
2023-Nov-26,GERMANY,80,32268.57,1.83,3.35,1.17,132
2023-Nov-27,GERMANY,80,24588.97,2.46,2.2,1.18,95
2023-Nov-28,GERMANY,80,44897.9,3.53,2.3,1.11,145
2023-Nov-29,GERMANY,80,35646.67,3.8,1.05,1.17,148
2023-Nov-30,GERMANY,80,50067.4,2.49,3.28,1.29,176
2023-Dec-01,GERMANY,80,34850.67,3.22,3.32,1.21,173
2023-Dec-02,GERMANY,80,32610.21,1.96,5.11,1.19,130
2023-Dec-03,GERMANY,80,36282.69,3.56,2.95,1.13,118
2023-Dec-04,GERMANY,80,37764.45,1.78,4.3,1.17,119
2023-Dec-05,GERMANY,80,14323.24,2.99,2.1,1.27,89
2023-Dec-06,GERMANY,80,45271.67,2.51,1.92,1.29,236
2023-Dec-07,GERMANY,80,47464.47,2.0,3.35,1.21,198
2023-Dec-08,GERMANY,80,35405.69,2.68,2.28,1.24,126
2023-Dec-09,GERMANY,80,37922.21,1.97,3.36,1.25,156
2023-Dec-10,GERMANY,80,29797.35,2.86,3.79,1.13,137
2023-Dec-11,GERMANY,80,36036.4,2.3,3.74,1.16,131
2023-Dec-12,GERMANY,80,37082.14,2.95,4.17,1.12,143
2023-Dec-13,GERMANY,80,37818.6,3.55,2.43,1.12,146
2023-Dec-14,GERMANY,80,22292.4,3.01,3.41,1.25,122
2023-Dec-15,GERMANY,80,39167.26,1.47,1.83,1.17,128
2023-Dec-16,GERMANY,80,38488.2,1.75,2.42,1.28,173
2023-Dec-17,GERMANY,80,50647.99,2.32,2.79,1.29,203
2023-Dec-18,GERMANY,80,49845.83,1.53,3.37,1.2,162
2023-Dec-19,GERMANY,80,26296.46,2.08,4.92,1.19,105
2023-Dec-20,GERMANY,80,30841.16,2.17,3.99,1.18,125
2023-Dec-21,GERMANY,80,22202.85,1.79,4.03,1.17,123
2023-Dec-22,GERMANY,80,28528.08,3.47,2.09,1.12,131
2023-Dec-23,GERMANY,80,42608.04,3.39,3.5,1.13,127
2023-Dec-24,GERMANY,80,39062.94,2.09,4.4,1.13,151
2023-Dec-25,GERMANY,80,44056.72,1.81,2.41,1.27,158
2023-Dec-26,GERMANY,80,30772.54,1.02,4.76,1.12,113
2023-Dec-27,GERMANY,80,34454.64,1.85,2.06,1.23,162
2023-Dec-28,GERMANY,80,34676.59,2.87,3.25,1.18,137
2023-Dec-29,GERMANY,80,28903.54,3.37,2.28,1.22,128
2023-Dec-30,GERMANY,80,27755.76,1.35,2.8,1.29,148
2023-Dec-31,GERMANY,80,28348.77,2.41,2.79,1.15,128
2024-Jan-01,GERMANY,80,39549.6,3.32,3.37,0.94,116
2024-Jan-02,GERMANY,80,37413.42,1.93,4.83,0.9,100
2024-Jan-03,GERMANY,80,26528.73,2.12,1.92,0.89,100
2024-Jan-04,GERMANY,80,24561.41,2.49,2.73,0.89,86
2024-Jan-05,GERMANY,80,40015.17,3.62,2.66,0.86,121
2024-Jan-06,GERMANY,80,19872.61,2.44,3.23,0.85,71
2024-Jan-07,GERMANY,80,28848.3,2.89,3.67,0.92,99
2024-Jan-08,GERMANY,80,42972.37,3.96,3.47,1.05,113
2024-Jan-09,GERMANY,80,37785.27,2.08,2.17,1.04,125
2024-Jan-10,GERMANY,80,17149.82,2.31,2.51,0.86,72
2024-Jan-11,GERMANY,80,24599.17,3.27,2.08,0.86,93
2024-Jan-12,GERMANY,80,41307.78,0.36,2.71,0.9,105
2024-Jan-13,GERMANY,80,21274.04,1.64,3.54,0.95,87
2024-Jan-14,GERMANY,80,44515.04,3.05,3.72,0.96,118
2024-Jan-15,GERMANY,80,30206.99,1.69,3.36,1.04,116
2024-Jan-16,GERMANY,80,33932.5,0.59,3.35,1.02,108
2024-Jan-17,GERMANY,80,33854.48,2.48,2.59,1.03,132
2024-Jan-18,GERMANY,80,40059.44,1.6,5.39,0.94,115
2024-Jan-19,GERMANY,80,30724.65,2.06,1.77,0.87,108
2024-Jan-20,GERMANY,80,43718.9,4.05,3.74,1.03,135
2024-Jan-21,GERMANY,80,38029.73,2.4,2.46,0.88,119
2024-Jan-22,GERMANY,80,38066.04,1.67,3.2,0.95,123
2024-Jan-23,GERMANY,80,37280.08,2.93,2.96,0.98,135
2024-Jan-24,GERMANY,80,23882.41,3.47,4.9,0.92,81
2024-Jan-25,GERMANY,80,41143.29,1.1,4.8,0.93,104
2024-Jan-26,GERMANY,80,37179.73,2.35,2.39,0.96,127
2024-Jan-27,GERMANY,80,39144.87,2.48,2.81,0.91,92
2024-Jan-28,GERMANY,80,27089.18,2.24,4.12,1.01,101
2024-Jan-29,GERMANY,80,36994.1,2.05,3.18,0.86,123
2024-Jan-30,GERMANY,80,44618.95,1.44,3.17,0.89,114
2024-Jan-31,GERMANY,80,39146.39,2.87,2.28,0.94,114
2024-Feb-01,GERMANY,80,40009.26,3.43,2.85,0.95,122
2024-Feb-02,GERMANY,80,44430.12,3.87,3.34,0.85,127
2024-Feb-03,GERMANY,80,27025.0,3.24,3.55,1.0,124
2024-Feb-04,GERMANY,80,28873.1,3.02,3.37,0.94,90
2024-Feb-05,GERMANY,80,38860.06,1.5,3.31,1.04,138
2024-Feb-06,GERMANY,80,32737.1,2.56,4.06,0.89,109
2024-Feb-07,GERMANY,80,39819.06,1.1,2.82,0.86,111
2024-Feb-08,GERMANY,80,35479.24,2.96,3.45,0.94,136
2024-Feb-09,GERMANY,80,48060.09,1.66,3.85,0.98,129
2024-Feb-10,GERMANY,80,34050.88,2.96,5.0,1.0,128
2024-Feb-11,GERMANY,80,37337.62,2.87,3.91,0.86,103
2024-Feb-12,GERMANY,80,40237.96,1.93,3.4,1.01,132
2024-Feb-13,GERMANY,80,45556.58,1.39,0.91,0.94,138
2024-Feb-14,GERMANY,80,37357.68,3.45,4.33,0.89,123
2024-Feb-15,GERMANY,80,32354.07,2.63,2.6,0.93,87
2024-Feb-16,GERMANY,80,30448.79,0.76,2.04,0.99,94
2024-Feb-17,GERMANY,80,32571.19,2.55,3.43,0.87,92
2024-Feb-18,GERMANY,80,27532.63,2.07,3.04,0.96,103
2024-Feb-19,GERMANY,80,32656.59,3.68,1.55,0.86,99
2024-Feb-20,GERMANY,80,23476.63,2.52,1.76,0.93,94
2024-Feb-21,GERMANY,80,40772.91,3.15,2.85,0.87,123
2024-Feb-22,GERMANY,80,38902.29,1.22,4.29,1.02,111
2024-Feb-23,GERMANY,80,15294.13,3.91,2.74,1.05,80
2024-Feb-24,GERMANY,80,38808.1,0.66,3.08,0.93,116
2024-Feb-25,GERMANY,80,25981.54,2.76,2.77,1.03,96
2024-Feb-26,GERMANY,80,44978.03,2.27,2.87,1.0,126
2024-Feb-27,GERMANY,80,38447.06,3.67,4.18,0.92,121
2024-Feb-28,GERMANY,80,46945.24,2.1,2.08,0.94,126
2024-Feb-29,GERMANY,80,43371.59,3.35,2.3,0.85,130
2024-Mar-01,GERMANY,80,37224.05,3.04,4.06,1.01,125
2024-Mar-02,GERMANY,80,38341.07,1.98,2.07,0.96,125
2024-Mar-03,GERMANY,80,45586.56,2.32,3.43,0.89,107
2024-Mar-04,GERMANY,80,45152.38,2.01,2.66,0.92,112
2024-Mar-05,GERMANY,80,45543.63,2.85,1.49,0.9,134
2024-Mar-06,GERMANY,80,36873.87,2.04,4.95,1.0,128
2024-Mar-07,GERMANY,80,37756.36,3.08,1.19,1.05,164
2024-Mar-08,GERMANY,80,35720.76,1.82,2.42,1.01,115
2024-Mar-09,GERMANY,80,28455.53,3.32,1.43,0.99,130
2024-Mar-10,GERMANY,80,34620.22,2.71,3.25,0.98,103
2024-Mar-11,GERMANY,80,30339.04,3.06,3.67,1.0,106
2024-Mar-12,GERMANY,80,37165.91,1.82,4.14,0.97,109
2024-Mar-13,GERMANY,80,40886.43,2.3,2.76,0.91,99
2024-Mar-14,GERMANY,80,35954.18,3.28,1.73,0.92,108
2024-Mar-15,GERMANY,80,36378.94,2.06,2.51,0.87,102
2024-Mar-16,GERMANY,80,29661.93,2.15,2.19,0.94,116
2024-Mar-17,GERMANY,80,35539.2,2.11,2.77,0.93,121
2024-Mar-18,GERMANY,80,36724.44,2.65,5.13,1.01,112
2024-Mar-19,GERMANY,80,39812.83,3.94,1.8,0.88,134
2024-Mar-20,GERMANY,80,34638.01,2.17,2.06,0.98,109
2024-Mar-21,GERMANY,80,20145.07,2.02,3.07,1.02,82
2024-Mar-22,GERMANY,80,38124.62,2.88,3.99,0.94,110
